Sample ID:	WEB337_20h_5		
Data:	150213_020.dat		
aquired:	42049,910509259		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
13,106667073568	130606	3,6591365337372	 
13,406667073568	15162	0,42478775978088	 
13,933333333333	158711	4,4465432167053	 
14,173333740234	42986	1,2043217420578	 
14,466666666667	15882	0,44495970010757	 
14,953333536784	6108	0,1711254119873	Eriodyctiol
15,346666463216	52936	1,4830869436264	 
16,746666463216	47138	1,3206466436386	Quercetin
16,893333943685	25979	0,72784334421158	Naringenin
17,413334147135	51485	1,4424347877502	 
17,659999593099	2939699	82,360382080078	Homoeriodyctiol
18,3	24776	0,69413936138153	Hesperetin
19,166666666667	8319	0,23307012021542	Me-Quercetin?
19,606667073568	12592	0,35278508067131	anthracene-9-carboxylic acid
20,266666666667	16170	0,45302847027779	 
20,446667480469	20763	0,58170872926712	 
