Sample ID:	WEB337_30h_11		
Data:	150213_045.dat		
aquired:	42050,559606481		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
13,106667073568	158788	3,7614767551422	 
13,413333129883	20251	0,47971931099892	 
13,933333333333	85017	2,0139398574829	 
14,179999796549	116861	2,7682819366455	 
14,4	41032	0,97199356555939	 
15,326667277018	153415	3,6341977119446	Eriodyctiol
15,820000203451	16486	0,39053145051003	Quercetin
16,733333333333	7884	0,18676148355007	Naringenin
17,4	55715	1,319814324379	 
17,620001220703	2392920	56,685096740723	Homoeriodyctiol
17,993332926432	17272	0,40915074944496	 
18,306667073568	41636	0,98630154132843	Hesperetin
18,813334147135	1055736	25,008983612061	Me-Quercetin?
19,180000813802	19795	0,46891725063324	 
19,620001220703	8240	0,19519466161728	anthracene-9-carboxylic acid
19,820001220703	15561	0,36861941218376	 
20,473333740234	14818	0,35101875662804	 
