Sample ID:	WEB337_10h_13		
Data:	150213_051.dat		
aquired:	42050,715844907		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
4,8066665649414	40659	1,7693835496902	 
13,113333129883	110000	4,7869396209717	 
13,413333129883	16169	0,70363664627075	 
13,933333333333	774447	33,702102661133	 
14,160000610352	22913	0,99711954593658	 
0	0	0	Eriodyctiol
15,586666870117	4660	0,20279218256474	Quercetin
15,779999796549	17729	0,77152413129807	 
16,046666463216	21506	0,93589025735855	 
16,753333536784	38770	1,6871787309647	Naringenin
17,38666788737	1194513	51,98237991333	Homoeriodyctiol
17,693332926432	27127	1,1805028915405	 
0	0	0	Hesperetin
0	0	0	Me-Quercetin?
0	0	0	anthracene-9-carboxylic acid
21,333333333333	29426	1,2805498838425	 
