Sample ID:	WEB337_10h_6		
Data:	150213_023.dat		
aquired:	42049,988414352		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
10,913333129883	19835	0,37786135077477	 
12,279999796549	6840	0,13030359148979	 
13,1	266328	5,0736103057861	 
13,4	17520	0,33376005291939	 
13,933333333333	460959	8,7813758850098	 
14,166666666667	28337	0,53982639312744	 
15,320000203451	14137	0,26931312680244	Eriodyctiol
16,746666463216	110552	2,1060411930084	Quercetin
0	0	0	Naringenin
17,440000406901	23113	0,44030800461769	Homoeriodyctiol
0	0	0	Hesperetin
0	0	0	Me-Quercetin?
0	0	0	anthracene-9-carboxylic acid
20,133333333333	4246191	80,890922546387	 
20,5	55468	1,0566782951355	 
