Sample ID:	WEB337_10h_1		
Data:	150213_003.dat		
aquired:	42049,468912037		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
5,6533335367839	25674	0,74552470445633	 
11,240000406901	43070	1,2506718635559	 
11,693333943685	6721	0,19516521692276	 
13,220000203451	341494	9,9163436889648	 
13,440000406901	24313	0,70600384473801	 
14,006667073568	1103265	32,036743164063	 
14,233333333333	29011	0,842424929142	 
15,373333740234	20040	0,5819239616394	Eriodyctiol
16,766666666667	284353	8,2570772171021	Quercetin
17,153334554036	39257	1,1399495601654	Naringenin
17,426666259766	61805	1,7947010993958	Homoeriodyctiol
0	0	0	Hesperetin
0	0	0	Me-Quercetin?
19,306667073568	1464746	42,533470153809	anthracene-9-carboxylic acid
