Sample ID:	WEB337_30h_13		
Data:	150213_053.dat		
aquired:	42050,767847222		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
13,106667073568	133810	10,420373916626	 
13,406667073568	15948	1,2419409751892	 
13,926667277018	88243	6,8718709945679	 
14,179999796549	77609	6,0437545776367	 
15,326667277018	107356	8,3602848052979	Eriodyctiol
15,766666666667	41437	3,2268815040588	Quercetin
16,886666870117	18918	1,4732279777527	Naringenin
17,380000813802	484907	37,76184463501	Homoeriodyctiol
17,7	208478	16,23509979248	 
17,980000813802	9321	0,72586733102798	 
18,3	40724	3,1713571548462	Hesperetin
18,780000813802	20997	1,6351288557053	Me-Quercetin?
19,606667073568	12484	0,97218406200409	anthracene-9-carboxylic acid
20,466666666667	9750	0,75927543640137	 
20,759999593099	14137	1,1009104251862	 
