cleavage.fragment,,,,cleavage.fragment
"0,2A+",,,,
"0,3A+",c7h5o3,,,
"0,4A+",c6h5o2,,,
"0,2B+",,,,
"0,3B+",,,,
"0,4B+",,,,
"1,2A+",,,,
"1,3A+",c7h5o4,,,
"1,4A+",c6h7o3,,,
"1,2B+",,,,
"1,3B+",,,,
"1,4B+",,,,
